Batch_Size,Dropout_Rate,ER_MNSE,ER_Mean_Error,General_MNSE,General_Mean_Error,Iteration,Learning_Rate,Mean_Error_90,Momentum,Nodes,Prim_mdot_Crit_Error[%],Prim_mdot_Error[%],Sec_mdot_Crit_Error[%],Sec_mdot_Error[%]
256,0.1,0.003377495543292745,22.035261466356907,0.008133662168934654,39.01436900799506,1,0.005,27.506007734388074,0.85,90,13.865848581260897,14.611347487616548,23.74615094260949,34.10338598024481
256,0.1,0.000749032601457808,10.303403859131357,0.002962110384471744,21.873115612534153,2,0.005,19.438911181728585,0.85,90,8.836281146711176,9.298461963374649,16.615073522458058,24.49180134891066
256,0.1,0.0029992852538040585,15.240736611511156,0.004490901130429795,29.19747441500149,3,0.005,21.003899208232237,0.85,90,10.147748773310056,10.48843811956601,16.211491227198042,26.923068997386245
256,0.1,0.006167140967876219,26.96761493874424,0.009509551167675347,39.260123927208184,4,0.005,33.57570942756324,0.85,90,22.095994550782677,22.687668114535054,22.491571544783103,31.77051253542331
256,0.1,0.0009938937138504996,9.910146662082141,0.0026711326579361787,21.900843010051226,5,0.005,11.76408248035741,0.85,90,5.93440745306836,6.203000552900109,10.44473418270687,15.889692442197612
256,0.1,0.007210389228306769,32.093944671555676,0.011976750748430314,46.58843684650302,6,0.005,34.210422651375936,0.85,90,15.714547305545066,16.1757576348111,29.828626723330203,36.64039640999198
256,0.1,0.0068649040138151155,30.284023995858018,0.010965755197954898,41.65158871131543,7,0.005,30.11622775049488,0.85,90,17.339497335541633,18.002356960732257,28.631509453049144,36.132311358730185
256,0.1,0.005066806528917653,23.064068441177444,0.01069210995198205,35.90230537124861,8,0.005,22.52155209351371,0.85,90,25.381300571421377,26.09864752238884,24.875738893030363,31.342976439232235
256,0.1,0.001856587239392249,12.183180362191484,0.003465413882964896,25.221822096568435,9,0.005,17.389155812645658,0.85,90,12.993404179480757,13.28735750282571,12.162781623230552,20.443013620087772
256,0.1,0.0007508311411718216,8.401018639906635,0.002951266155125923,19.818506380272098,10,0.005,12.815817661024063,0.85,90,4.148472068758995,4.296870057346179,7.713408983036036,14.412529544273065
256,0.1,0.00517474477205595,24.94333351793167,0.009038890590922227,35.797106652232934,11,0.005,22.27242458503645,0.85,90,15.291531147204548,15.993621855391945,26.0066468165814,33.38391823695659
256,0.1,0.001090903200762566,12.19948379986572,0.00242594351607883,23.8426503912095,12,0.005,16.755764866477467,0.85,90,5.541397858328915,5.571888732214528,12.755715412101436,20.737519329328055
256,0.1,0.0004818478063105793,6.5036958181552045,0.002077456310706451,18.53008008620795,13,0.005,11.044820452853598,0.85,90,7.670480834126337,7.910516119124835,9.01058633488738,15.547505347695555
256,0.1,0.013453060057348303,38.07074285463282,0.018345066654776306,55.81302427843792,14,0.005,31.454454226202092,0.85,90,17.43173896718836,18.120309551675337,35.17852687392695,50.068122553045896
256,0.1,0.011305491376130095,43.19973242327683,0.014885964216130932,55.274577834644745,15,0.005,45.735925094677455,0.85,90,19.584913425710123,20.092850084743233,41.02864351517706,49.735207356567244
256,0.1,0.0010941776526839887,10.258947849256437,0.002719314519318326,24.148972246314628,16,0.005,14.1009988580835,0.85,90,8.854404178409219,9.11454410439391,14.967596271214727,22.480303148364616
